,ITEMNO,DESC1,DESC2,SEARCHTEXT,STOCKINGTYPE,TYPECONVERSION,ITEMCONVERTI,DESC1_1,DESC2_1,SEARCHTEXT_1,STOCKINGTYPE_1,MATERIAL_1,MATERIAL_2
15222,24102605                 ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 1.000""            ",[SS.304],P,4,24104927                 ,HEX.HD.CAP SCREW              ,M6-1.00 X 25MM                ,[SS.304],P,SS304,SS304
15224,24102605                 ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 1.000""            ",[SS.304],P,6,182662                   ,HEX.HD.CAP SCREW              ,M6-1.00 X 25MM                ,[SS.304],P,SS304,SS304
15226,24102608                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 1.500""            ",[SS.304],B,2,24104717                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 35MM               ,[SS.304],P,SS304,SS304
15228,24102608                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 1.500""            ",[SS.304],B,4,24106027                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 35MM               ,[SS.304],P,SS304,SS304
15230,24102608                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 1.500""            ",[SS.304],B,6,182635                   ,HEX.HD.CAP SCREW              ,M10-1.50 X 35MM               ,[SS.304],P,SS304,SS304
15385,24102610                 ,WASHER;SPRING LOCK            ,"0.375""                        ",[SS.304],B,2,24104548                 ,WASHER;SPRING LOCK            ,M10                           ,[SS.304],P,SS304,SS304
15387,24102610                 ,WASHER;SPRING LOCK            ,"0.375""                        ",[SS.304],B,4,24104849                 ,WASHER;SPRING LOCK            ,M10                           ,[SS.304],B,SS304,SS304
15389,24102610                 ,WASHER;SPRING LOCK            ,"0.375""                        ",[SS.304],B,6,182734                   ,WASHER;SPRING LOCK            ,M10                           ,[SS.304],P,SS304,SS304
15397,24102621                 ,THREADED ROD                  ,1/2-13UNC                     ,[SS.304],P,2,24104403                 ,THREADED ROD                  ,M12-1.75                      ,[SS.304],P,SS304,SS304
15399,24102621                 ,THREADED ROD                  ,1/2-13UNC                     ,[SS.304],P,4,24104828                 ,THREADED ROD                  ,M12-1.75                      ,[SS.304],P,SS304,SS304
15415,24102644                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 1.250""            ",[SS.304],P,2,24101206                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 30MM               ,[SS.304],B,SS304,SS304
15417,24102644                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 1.250""            ",[SS.304],P,4,24104922                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 30MM               ,[SS.304],P,SS304,SS304
15419,24102644                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 1.250""            ",[SS.304],P,6,182634                   ,HEX.HD.CAP SCREW              ,M10-1.50 X 30MM               ,[SS.304],P,SS304,SS304
15421,24102645                 ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 1.250""            ",[SS.304],P,2,24104511                 ,HEX.HD.CAP SCREW              ,M12-1.75 X 30MM               ,[SS.304],B,SS304,SS304
15423,24102645                 ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 1.250""            ",[SS.304],P,4,118876                   ,HEX.HD.CAP SCREW              ,M12-1.75 X 30MM               ,[SS.304],P,SS304,SS304
15425,24102645                 ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 1.250""            ",[SS.304],P,6,182643                   ,HEX.HD.CAP SCREW              ,M12-1.75 X 30MM               ,[SS.304],P,SS304,SS304
15427,24102646                 ,HEX.NUT                       ,1/2-13UNC                     ,[SS.304],P,2,24109102                 ,HEX.NUT                       ,M12-1.75                      ,[SS.304],B,SS304,SS304
15429,24102646                 ,HEX.NUT                       ,1/2-13UNC                     ,[SS.304],P,4,24104841                 ,HEX.NUT                       ,M12-1.75                      ,[SS.304],P,SS304,SS304
15431,24102646                 ,HEX.NUT                       ,1/2-13UNC                     ,[SS.304],P,6,182682                   ,HEX.NUT                       ,M12-1.75                      ,[SS.304],P,SS304,SS304
15433,24102647                 ,WASHER;SPRING LOCK            ,"0.500""                        ",[SS.304],B,2,24103107                 ,WASHER;SPRING LOCK            ,M12                           ,[SS.304],P,SS304,SS304
15589,24102647                 ,WASHER;SPRING LOCK            ,"0.500""                        ",[SS.304],B,4,24104846                 ,WASHER;SPRING LOCK            ,M12                           ,[SS.304],B,SS304,SS304
15591,24102647                 ,WASHER;SPRING LOCK            ,"0.500""                        ",[SS.304],B,6,182735                   ,WASHER;SPRING LOCK            ,M12                           ,[SS.304],P,SS304,SS304
15605,24102667                 ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 0.500""            ",[SS.304],P,2,24101192                 ,HEX.HD.CAP SCREW              ,M6-1.00 X 12MM                ,[SS.304],B,SS304,SS304
15607,24102667                 ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 0.500""            ",[SS.304],P,4,118623                   ,HEX.HD.CAP SCREW              ,M6-1.00 X 12MM                ,[SS.304],P,SS304,SS304
15611,24102668                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 0.750""            ",[SS.304],P,2,24104324                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 20MM               ,[SS.304],B,SS304,SS304
15613,24102668                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 0.750""            ",[SS.304],P,4,24104769                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 20MM               ,[SS.304],P,SS304,SS304
15615,24102668                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 0.750""            ",[SS.304],P,6,182632                   ,HEX.HD.CAP SCREW              ,M10-1.50 X 20MM               ,[SS.304],P,SS304,SS304
15623,24102726                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 0.750""           ",[SS.304],P,2,24101199                 ,HEX.HD.CAP SCREW              ,M8-1.25 X 20MM                ,[SS.304],B,SS304,SS304
15625,24102726                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 0.750""           ",[SS.304],P,4,24104785                 ,HEX.HD.CAP SCREW              ,M8-1.25 X 20MM                ,[SS.304],P,SS304,SS304
15627,24102726                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 0.750""           ",[SS.304],P,6,182669                   ,HEX.HD.CAP SCREW              ,M8-1.25 X 20MM                ,[SS.304],P,SS304,SS304
15743,24102110                 ,WASHER;SPRING LOCK            ,#10                           ,[SS.304],B,2,24101222                 ,WASHER;SPRING LOCK            ,M5                            ,[SS.304],P,SS304,SS304
15745,24102110                 ,WASHER;SPRING LOCK            ,#10                           ,[SS.304],B,4,24104844                 ,WASHER;SPRING LOCK            ,M5                            ,[SS.304],B,SS304,SS304
15747,24102110                 ,WASHER;SPRING LOCK            ,#10                           ,[SS.304],B,6,182738                   ,WASHER;SPRING LOCK            ,M5                            ,[SS.304],P,SS304,SS304
15767,24102120                 ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 3.500""            ",[SS.304],P,2,24100960                 ,HEX.HD.CAP SCREW              ,M12-1.75 X 90MM               ,[SS.304],P,SS304,SS304
15769,24102120                 ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 3.500""            ",[SS.304],P,4,117984                   ,HEX.HD.CAP SCREW              ,M12-1.75 X 90MM               ,[SS.304],P,SS304,SS304
15773,24102122                 ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 4.500""            ",[SS.304],P,2,24104320                 ,HEX.HD.CAP SCREW              ,M12-1.75 X 120MM              ,[SS.304],B,SS304,SS304
15775,24102122                 ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 4.500""            ",[SS.304],P,4,209730                   ,HEX.HD.CAP SCREW              ,M12-1.75 X 120MM              ,[SS.304],B,SS304,SS304
15779,24102123                 ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 4.000""            ",[SS.304],P,2,24104321                 ,HEX.HD.CAP SCREW              ,M12-1.75 X 100MM              ,[SS.304],B,SS304,SS304
15783,24102123                 ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 4.000""            ",[SS.304],P,6,182640                   ,HEX.HD.CAP SCREW              ,M12-1.75 X 100MM              ,[SS.304],P,SS304,SS304
15791,24102126                 ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 5.500""            ",[SS.304],P,2,24104322                 ,HEX.HD.CAP SCREW              ,M12-1.75 X 140MM              ,[SS.304],B,SS304,SS304
15818,24102785                 ,HEX.SOC.CAP SCREW             ,"#6-32UNC X 0.500""             ",[SS.304],P,2,24104667                 ,HEX.SOC.CAP SCREW             ,M4-0.70 X 12MM                ,[SS.304],P,SS304,SS304
15820,24102785                 ,HEX.SOC.CAP SCREW             ,"#6-32UNC X 0.500""             ",[SS.304],P,4,24107418                 ,HEX.SOC.CAP SCREW             ,M4-0.70 X 12MM                ,[SS.304],P,SS304,SS304
15824,24102786                 ,HEX.NYLON INSERT LOCKNUT      ,#6-32UNC                      ,[SS.304],P,2,24101496                 ,HEX.NYLON INSERT LOCKNUT      ,M4-0.70                       ,[SS.304],B,SS304,SS304
15826,24102786                 ,HEX.NYLON INSERT LOCKNUT      ,#6-32UNC                      ,[SS.304],P,4,24104837                 ,HEX.NYLON INSERT LOCKNUT      ,M4-0.70                       ,[SS.304],P,SS304,SS304
15828,24102786                 ,HEX.NYLON INSERT LOCKNUT      ,#6-32UNC                      ,[SS.304],P,6,182690                   ,HEX.NYLON INSERT LOCKNUT      ,M4-0.70                       ,[SS.304],P,SS304,SS304
15946,24102126                 ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 5.500""            ",[SS.304],P,4,24104763                 ,HEX.HD.CAP SCREW              ,M12-1.75 X 140MM              ,[SS.304],P,SS304,SS304
15958,24102129                 ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 5.000""            ",[SS.304],P,4,185553                   ,HEX.HD.CAP SCREW              ,M12-1.75 X 125MM              ,[SS.304],B,SS304,SS304
15964,24102130                 ,HEX.SOC.CAP SCREW             ,"1/2-13UNC X 1.500""            ",[SS.304],B,4,24104873                 ,HEX.SOC.CAP SCREW             ,M12-1.75 X 35MM               ,[SS.304],P,SS304,SS304
15968,24102132                 ,HEX.SOC.CAP SCREW             ,"1/2-13UNC X 1.000""            ",[SS.304],P,2,24104594                 ,HEX.SOC.CAP SCREW             ,M12-1.75 X 25MM               ,[SS.304],P,SS304,SS304
15970,24102132                 ,HEX.SOC.CAP SCREW             ,"1/2-13UNC X 1.000""            ",[SS.304],P,4,24104790                 ,HEX.SOC.CAP SCREW             ,M12-1.75 X 25MM               ,[SS.304],P,SS304,SS304
15974,24102134                 ,HEX.SOC.CAP SCREW             ,"1/2-13UNC X 2.000""            ",[SS.304],P,2,24104336                 ,HEX.SOC.CAP SCREW             ,M12-1.75 X 50MM               ,[SS.304],P,SS304,SS304
15976,24102134                 ,HEX.SOC.CAP SCREW             ,"1/2-13UNC X 2.000""            ",[SS.304],P,4,24104788                 ,HEX.SOC.CAP SCREW             ,M12-1.75 X 50MM               ,[SS.304],P,SS304,SS304
15980,24102135                 ,HEX.SOC.FH.CAP SCREW          ,"1/2-13UNC X 1.000""            ",[SS.304],P,2,24104350                 ,HEX.SOC.FH.CAP SCREW          ,M12-1.75 X 25MM               ,[SS.304],P,SS304,SS304
15982,24102135                 ,HEX.SOC.FH.CAP SCREW          ,"1/2-13UNC X 1.000""            ",[SS.304],P,4,119178                   ,HEX.SOC.FH.CAP SCREW          ,M12-1.75 X 25MM               ,[SS.304],P,SS304,SS304
15986,24102136                 ,HEX.SOC.CAP SCREW             ,"1/4-20UNC X 3.000""            ",[SS.304],P,2,185714                   ,HEX.SOC.CAP SCREW             ,M6-1.00 X 75MM                ,[SS.304],B,SS304,SS304
15988,24102136                 ,HEX.SOC.CAP SCREW             ,"1/4-20UNC X 3.000""            ",[SS.304],P,4,185713                   ,HEX.SOC.CAP SCREW             ,M6-1.00 X 75MM                ,[SS.304],B,SS304,SS304
15992,24102139                 ,HEX.SOC.CAP SCREW             ,"1/4-20UNC X 2.000""            ",[SS.304],P,2,24104338                 ,HEX.SOC.CAP SCREW             ,M6-1.00 X 50MM                ,[SS.304],P,SS304,SS304
15994,24102139                 ,HEX.SOC.CAP SCREW             ,"1/4-20UNC X 2.000""            ",[SS.304],P,4,24104795                 ,HEX.SOC.CAP SCREW             ,M6-1.00 X 50MM                ,[SS.304],P,SS304,SS304
15996,24102139                 ,HEX.SOC.CAP SCREW             ,"1/4-20UNC X 2.000""            ",[SS.304],P,6,182706                   ,HEX.SOC.CAP SCREW             ,M6-1.00 X 50MM                ,[SS.304],P,SS304,SS304
16001,24102822                 ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 2.500""            ",[SS.304],P,2,118845                   ,HEX.HD.CAP SCREW              ,M6-1.00 X 60MM                ,[SS.304],P,SS304,SS304
16003,24102822                 ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 2.500""            ",[SS.304],P,4,118846                   ,HEX.HD.CAP SCREW              ,M6-1.00 X 60MM                ,[SS.304],P,SS304,SS304
16005,24102822                 ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 2.500""            ",[SS.304],P,6,182666                   ,HEX.HD.CAP SCREW              ,M6-1.00 X 60MM                ,[SS.304],P,SS304,SS304
16037,24102855                 ,HEX.JAM NUT                   ,3/8-24UNF                     ,[SS.304],P,2,24104330                 ,HEX.JAM NUT                   ,M10-1.25                      ,[SS.304],P,SS304,SS304
16039,24102855                 ,HEX.JAM NUT                   ,3/8-24UNF                     ,[SS.304],P,4,118847                   ,HEX.JAM NUT                   ,M10-1.25                      ,[SS.304],P,SS304,SS304
16041,24102855                 ,HEX.JAM NUT                   ,3/8-24UNF                     ,[SS.304],P,6,182677                   ,HEX.JAM NUT                   ,M10-1.25                      ,[SS.304],P,SS304,SS304
16081,24104420                 ,HEX.SOC.SET SCREW CUP POINT   ,"3/8-16UNC X 0.750""            ",[SS.304],P,2,24104618                 ,HEX.SOC.SET SCREW CUP POINT   ,M10-1.50 X 20MM               ,[SS.304],P,SS304,SS304
16083,24104420                 ,HEX.SOC.SET SCREW CUP POINT   ,"3/8-16UNC X 0.750""            ",[SS.304],P,4,24104981                 ,HEX.SOC.SET SCREW CUP POINT   ,M10-1.50 X 20MM               ,[SS.304],P,SS304,SS304
16085,24104420                 ,HEX.SOC.SET SCREW CUP POINT   ,"3/8-16UNC X 0.750""            ",[SS.304],P,6,158742                   ,HEX.SOC.SET SCREW CUP POINT   ,M10-1.50 X 20MM               ,[SS.304],P,SS304,SS304
16087,24104421                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 4.000""            ",[SS.304],P,2,24104503                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 100MM              ,[SS.304],B,SS304,SS304
16089,24104421                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 4.000""            ",[SS.304],P,4,155884                   ,HEX.HD.CAP SCREW              ,M10-1.50 X 100MM              ,[SS.304],P,SS304,SS304
16151,24102140                 ,HEX.SOC.CAP SCREW             ,"1/4-20UNC X 1.000""            ",[SS.304],P,2,24101464                 ,HEX.SOC.CAP SCREW             ,M6-1.00 X 25MM                ,[SS.304],B,SS304,SS304
16153,24102140                 ,HEX.SOC.CAP SCREW             ,"1/4-20UNC X 1.000""            ",[SS.304],P,4,24104798                 ,HEX.SOC.CAP SCREW             ,M6-1.00 X 25MM                ,[SS.304],P,SS304,SS304
16155,24102140                 ,HEX.SOC.CAP SCREW             ,"1/4-20UNC X 1.000""            ",[SS.304],P,6,182705                   ,HEX.SOC.CAP SCREW             ,M6-1.00 X 25MM                ,[SS.304],P,SS304,SS304
16163,24102144                 ,HEX.SOC.SET SCREW CUP POINT   ,"1/4-20UNC X 0.500""            ",[SS.304],P,2,24104352                 ,HEX.SOC.SET SCREW CUP POINT   ,M6-1.00 X 12MM                ,[SS.304],P,SS304,SS304
16165,24102144                 ,HEX.SOC.SET SCREW CUP POINT   ,"1/4-20UNC X 0.500""            ",[SS.304],P,4,185797                   ,HEX.SOC.SET SCREW CUP POINT   ,M6-1.00 X 12MM                ,[SS.304],B,SS304,SS304
16169,24102145                 ,HEX.SOC.SET SCREW CUP POINT   ,"1/4-20UNC X 0.250""            ",[SS.304],P,2,24104557                 ,HEX.SOC.SET SCREW CUP POINT   ,M6-1.00 X 6MM                 ,[SS.304],P,SS304,SS304
16171,24102145                 ,HEX.SOC.SET SCREW CUP POINT   ,"1/4-20UNC X 0.250""            ",[SS.304],P,4,185798                   ,HEX.SOC.SET SCREW CUP POINT   ,M6-1.00 X 6MM                 ,[SS.304],B,SS304,SS304
16175,24102146                 ,HEX.SOC.SET SCREW CUP POINT   ,"5/16-18UNC X 0.500""           ",[SS.304],P,2,24101514                 ,HEX.SOC.SET SCREW CUP POINT   ,M8-1.25 X 12MM                ,[SS.304],B,SS304,SS304
